,dispatch_date,dispatch_time,location_block,crime_category,point_x,point_y
5,2023-02-09,19:56:00,Pia Baggage Claim D,Theft,-75.23066879,39.88390405
14,2023-02-09,19:29:00,1900 BLOCK FAIRMOUNT AV,Theft,-75.16968373,39.96701005
15,2023-02-09,19:29:00,2300 BLOCK E ALLEGHENY AV,Theft,-75.10753437,39.98944638
16,2023-02-09,19:27:00,5900 BLOCK E ROOSEVELT BLVD,Theft,-75.07986568,40.03256178
20,2023-02-09,19:06:00,1300 BLOCK WINDRIM AV,Theft,-75.1456797,40.03007454
22,2023-02-09,19:00:00,4000 BLOCK MONUMENT RD,Theft,-75.21231869,40.00609204
23,2023-02-09,18:58:00,2200 BLOCK BRYN MAWR AV,Theft,-75.22605766,39.99026274
25,2023-02-09,18:55:00,2500 BLOCK WELSH RD,Theft,-75.03068483,40.07026524
27,2023-02-09,18:51:00,7000 BLOCK DITMAN ST,Theft,-75.04137166,40.02867769
35,2023-02-09,18:34:00,7500 BLOCK BRIAR RD,Theft,-75.15464585,40.06938848
39,2023-02-09,18:25:00,1300 BLOCK W LEHIGH AV,Theft,-75.15315767,39.99267708
40,2023-02-09,18:15:00,1300 BLOCK W LEHIGH AV,Theft,-75.15315767,39.99267708
41,2023-02-09,18:15:00,2300 BLOCK E DAUPHIN ST,Theft,-75.12703346,39.97857421
42,2023-02-09,18:07:00,7500 BLOCK MALVERN AV,Theft,-75.2646768,39.97415955
47,2023-02-09,17:54:00,KELLY DR  & FOUNTAIN GREEN DR ,Theft,-75.19800378,39.98063007
48,2023-02-09,17:53:00,FRANKLIN MILLS MALL @ 1455 FRANKLIN MILLS CIR ,Theft,-74.95937071,40.0865651
50,2023-02-09,17:42:00,500 BLOCK W CLAPIER ST,Theft,-75.17135936,40.01996421
54,2023-02-09,17:35:00,100 BLOCK JEFFERSON ST,Theft,-75.13543407,39.97314612
56,2023-02-09,17:25:00,1200 BLOCK N 15TH ST,Theft,-75.16073928,39.97241776
58,2023-02-09,17:22:00,3300 BLOCK MARKET ST,Theft,-75.19032944,39.95650778
64,2023-02-09,17:12:00,2300 BLOCK TURNER ST,Theft,-75.17279394,39.97979168
67,2023-02-09,17:10:00,1600 BLOCK BRIDGE ST,Theft,-75.07607512,40.02309128
72,2023-02-09,17:01:00,S 16TH ST & LOCUST ST ,Theft,-75.16777286,39.94861413
74,2023-02-09,16:50:00,2600 BLOCK TILTON ST,Theft,-75.11461786,39.97750597
76,2023-02-09,16:49:00,7200 BLOCK ROWLAND AV,Theft,-75.04740727,40.03792568
78,2023-02-09,16:47:00,1300 BLOCK MARKET ST,Theft,-75.16167311,39.95221731
82,2023-02-09,16:44:00,2900 BLOCK DIAMOND ST,Theft,-75.18086321,39.98802263
86,2023-02-09,16:37:00,5500 BLOCK TULIP ST,Theft,-75.06694066,40.01224629
89,2023-02-09,16:30:00,6400 BLOCK N BROAD ST,Theft,-75.14166336,40.05091895
90,2023-02-09,16:27:00,1600 BLOCK E TULPEHOCKEN ST,Theft,-75.16080271,40.06139811
91,2023-02-09,16:26:00,3000 BLOCK FOX ST,Theft,-75.16652878,40.00041308
93,2023-02-09,16:22:00,1600 BLOCK GREEN ST,Theft,-75.16560383,39.96458886
94,2023-02-09,16:21:00,5500 BLOCK CHANCELLOR ST,Theft,-75.23167374,39.95723549
95,2023-02-09,16:19:00,8800 BLOCK BARTRAM AV,Theft,-75.24812434,39.88630904
97,2023-02-09,16:16:00,3900 BLOCK CITY AV,Theft,-75.20573253,40.00799174
98,2023-02-09,16:15:00,7400 BLOCK HOLSTEIN AV,Theft,-75.2290597,39.90324235
99,2023-02-09,16:14:00,400 BLOCK S 59TH ST,Theft,-75.24016796,39.95521773
101,2023-02-09,16:10:00,6300 BLOCK STENTON AV,Theft,-75.16657644,40.0597218
102,2023-02-09,16:08:00,5400 BLOCK WISSAHICKON AV 610A,Theft,-75.18106677,40.02450288
104,2023-02-09,16:02:00,5200 BLOCK TORRESDALE AV,Theft,-75.06759487,40.01406224
108,2023-02-09,15:55:00,1800 BLOCK S 9TH ST,Theft,-75.16041561,39.92633593
109,2023-02-09,15:51:00,1400 BLOCK WALLACE ST,Theft,-75.16165984,39.96526084
110,2023-02-09,15:48:00,3600 BLOCK MIDVALE AV,Theft,-75.19301288,40.01283191
112,2023-02-09,15:46:00,4000 BLOCK COTTMAN AV,Theft,-75.03962655,40.03611808
115,2023-02-09,15:37:00,1700 BLOCK PLYMOUTH ST,Theft,-75.14544612,40.06427963
116,2023-02-09,15:37:00,8500 BLOCK TEMPLE RD,Theft,-75.17805145,40.08014768
118,2023-02-09,15:26:00,3600 BLOCK MIDVALE AV,Theft,-75.19301288,40.01283191
119,2023-02-09,15:22:00,1500 BLOCK N HOWARD ST,Theft,-75.13569313,39.97352848
127,2023-02-09,14:51:00,900 BLOCK N 65TH ST,Theft,-75.24952482,39.97736254
133,2023-02-09,14:38:00,7500 BLOCK HOLSTEIN AV,Theft,-75.22851144,39.90130533
134,2023-02-09,14:35:00,600 BLOCK W THOMPSON ST,Theft,-75.14671927,39.97147434
136,2023-02-09,14:26:00,800 BLOCK ADAMS AV,Theft,-75.09717891,40.02312773
138,2023-02-09,14:20:00,1000 BLOCK Market St,Theft,-75.15708202,39.952145
141,2023-02-09,14:16:00,1600 BLOCK CHESTNUT ST,Theft,-75.16777231,39.95106184
143,2023-02-09,14:10:00,100 BLOCK RECTOR ST,Theft,-75.2201188,40.02514134
146,2023-02-09,13:53:00,7000 BLOCK FRANKFORD AV,Theft,-75.04624888,40.03362023
148,2023-02-09,13:51:00,2500 BLOCK INGERSOLL ST,Theft,-75.17694105,39.97652433
149,2023-02-09,13:48:00,0 BLOCK SNYDER AV,Theft,-75.1377865,39.91963731
150,2023-02-09,13:43:00,800 BLOCK N 45TH ST,Theft,-75.21261715,39.96898052
151,2023-02-09,13:43:00,2800 BLOCK WALNUT HILL ST,Theft,-75.02921432,40.06370272
154,2023-02-09,13:28:00,1300 BLOCK MARKET ST,Theft,-75.16167311,39.95221731
155,2023-02-09,13:26:00,1600 BLOCK W HUNTING PARK AV,Theft,-75.15134546,40.01621532
156,2023-02-09,13:21:00,3800 BLOCK N 10TH ST,Theft,-75.14427377,40.0116472
157,2023-02-09,13:20:00,2200 BLOCK S CHRISTOPHER COLUMBUS BLVD,Theft,-75.14148525,39.91722979
159,2023-02-09,13:20:00,1200 BLOCK PRATT ST 1,Theft,-75.08428623,40.02575882
160,2023-02-09,13:18:00,900 BLOCK MARKET ST,Theft,-75.15605032,39.95197599
163,2023-02-09,13:16:00,3900 BLOCK CITY AV J1028,Theft,-75.20573253,40.00799174
164,2023-02-09,13:13:00,1700 BLOCK CHESTNUT ST,Theft,-75.17007778,39.95136003
166,2023-02-09,13:11:00,3500 BLOCK B St,Theft,-75.12415748,40.00379033
170,2023-02-09,13:06:00,0 BLOCK S 2ND ST,Theft,-75.14389644,39.94904223
171,2023-02-09,12:59:00,600 BLOCK W RITTENHOUSE ST,Theft,-75.18528848,40.02990065
177,2023-02-09,12:48:00,5700 BLOCK GRAYS AV,Theft,-75.22155108,39.9309915
178,2023-02-09,12:45:00,1300 BLOCK MARKET ST,Theft,-75.16167311,39.95221731
179,2023-02-09,12:44:00,0 BLOCK SNYDER AV,Theft,-75.1377865,39.91963731
182,2023-02-09,12:40:00,9500 BLOCK CLARK ST,Theft,-75.0313866,40.08308006
184,2023-02-09,12:36:00,1500 BLOCK S 16TH ST,Theft,-75.17136433,39.93111073
187,2023-02-09,12:32:00,800 BLOCK HELLERMAN ST,Theft,-75.08875963,40.04750424
188,2023-02-09,12:31:00,7000 BLOCK WOODLAND AV,Theft,-75.24195549,39.91989327
191,2023-02-09,12:17:00,4600 BLOCK W GIRARD AV,Theft,-75.21394734,39.97304326
197,2023-02-09,12:07:00,6900 BLOCK KINDRED ST,Theft,-75.06838449,40.0444232
198,2023-02-09,12:05:00,600 BLOCK PERTH PL,Theft,-75.15144223,39.96275449
201,2023-02-09,11:55:00,200 BLOCK SAINT MARKS SQ,Theft,-75.20765232,39.95397393
203,2023-02-09,11:46:00,1300 BLOCK N AMERICAN ST,Theft,-75.1400843,39.97108223
204,2023-02-09,11:43:00,0 BLOCK W WEAVER ST,Theft,-75.18422726,40.04845679
208,2023-02-09,11:36:00,2100 BLOCK BRYN MAWR AV,Theft,-75.22648651,39.98952633
209,2023-02-09,11:34:00,300 BLOCK E ALLEGHENY AV GROUND,Theft,-75.1236743,39.99735512
210,2023-02-09,11:33:00,1100 BLOCK N 65TH ST,Theft,-75.2513035,39.97888461
213,2023-02-09,11:27:00,800 BLOCK ANCHOR ST,Theft,-75.09009352,40.0345775
214,2023-02-09,11:24:00,3400 BLOCK FOX ST,Theft,-75.1801339,40.01612979
215,2023-02-09,11:23:00,5800 BLOCK RACE ST,Theft,-75.23718835,39.96452413
216,2023-02-09,11:22:00,2000 BLOCK S 60th St,Theft,-75.23003551,39.93235678
217,2023-02-09,11:21:00,2600 BLOCK SPRING GARDEN ST,Theft,-75.18109255,39.96421556
220,2023-02-09,11:19:00,300 BLOCK S 22ND ST,Theft,-75.17776324,39.94799936
224,2023-02-09,11:06:00,9700 BLOCK E ROOSEVELT BLVD,Theft,-75.02269569,40.08660051
228,2023-02-09,10:54:00,5700 BLOCK HAVERFORD AV,Theft,-75.23378434,39.96803008
229,2023-02-09,10:53:00,2900 BLOCK W CLEARFIELD ST,Theft,-75.17820226,40.00240696
231,2023-02-09,10:48:00,2300 BLOCK COTTMAN AV,Theft,-75.05686252,40.04771558
233,2023-02-09,10:41:00,4000 BLOCK MARKET ST,Theft,-75.20231955,39.95751865
234,2023-02-09,10:41:00,12300 BLOCK KNIGHTS RD,Theft,-74.96957653,40.08890287
242,2023-02-09,10:24:00,5900 BLOCK N 13TH ST,Theft,-75.14175867,40.04381046
244,2023-02-09,10:16:00,2900 BLOCK W SCHOOL HOUSE LA,Theft,-75.1817142,40.02563083
249,2023-02-09,10:11:00,7400 BLOCK OXFORD AV,Theft,-75.08405096,40.06448131
250,2023-02-09,10:10:00,FRANKFORD AV  & E CLEARFIELD ST ,Theft,-75.11277685,39.99175613
251,2023-02-09,10:09:00,6300 BLOCK TORRESDALE AV,Theft,-75.05207037,40.02099797
252,2023-02-09,10:08:00,500 BLOCK GENEVA AV,Theft,-75.11448774,40.03155727
255,2023-02-09,10:02:00,1500 BLOCK RIDGE AVE,Theft,-75.16290612,39.96907164
256,2023-02-09,09:54:00,5300 BLOCK AKRON ST 2,Theft,-75.07999164,40.02694794
261,2023-02-09,09:48:00,6500 BLOCK EVERETT AV,Theft,-75.07439256,40.04046593
265,2023-02-09,09:43:00,600 BLOCK W GIRARD AV,Theft,-75.1478362,39.97055437
266,2023-02-09,09:39:00,4100 BLOCK PASSMORE ST,Theft,-75.05579214,40.02834756
269,2023-02-09,09:35:00,1600 BLOCK N 16th St,Theft,-75.16148839,39.97868678
271,2023-02-09,09:30:00,1300 BLOCK W SOMERVILLE AV,Theft,-75.14421739,40.03460152
272,2023-02-09,09:25:00,200 BLOCK LINTON ST,Theft,-75.12545164,40.0413996
273,2023-02-09,09:20:00,200 BLOCK W OXFORD ST,Theft,-75.14080788,39.97471291
274,2023-02-09,09:18:00,2700 BLOCK WILLITS RD,Theft,-75.02633143,40.06591607
277,2023-02-09,09:07:00,1700 BLOCK GERMANTOWN AV,Theft,-75.14308177,39.97714261
278,2023-02-09,09:04:00,N 26TH ST  & RIDGE AV ,Theft,-75.17671815,39.98374246
279,2023-02-09,09:01:00,3200 BLOCK RED LION RD,Theft,-74.99370323,40.08012135
280,2023-02-09,09:00:00,9700 BLOCK CHAPEL RD,Theft,-75.04006908,40.09700502
281,2023-02-09,09:00:00,5500 BLOCK TULIP ST,Theft,-75.06694066,40.01224629
283,2023-02-09,08:57:00,7400 BLOCK OXFORD AV,Theft,-75.08405096,40.06448131
285,2023-02-09,08:56:00,700 BLOCK N 4TH ST,Theft,-75.14463472,39.96276188
286,2023-02-09,08:54:00,1500 BLOCK SPRUCE ST,Theft,-75.1667627,39.94693215
287,2023-02-09,08:53:00,2600 BLOCK SEPVIVA ST,Theft,-75.12133334,39.98328274
288,2023-02-09,08:51:00,500 BLOCK MONTROSE ST,Theft,-75.15270791,39.93671045
290,2023-02-09,08:43:00,5600 BLOCK W BERKS ST,Theft,-75.2367381,39.98514281
292,2023-02-09,08:35:00,3000 BLOCK N BONSALL ST,Theft,-75.16851559,40.0007672
294,2023-02-09,08:29:00,200 BLOCK MASTER ST,Theft,-75.13899881,39.97243913
296,2023-02-09,08:28:00,5400 BLOCK WISSAHICKON AV,Theft,-75.18106677,40.02450288
299,2023-02-09,08:22:00,7700 BLOCK GILBERT ST,Theft,-75.16523457,40.06832356
300,2023-02-09,08:20:00,3700 BLOCK N CARLISLE ST,Theft,-75.15174279,40.01026096
301,2023-02-09,08:19:00,6300 BLOCK TORRESDALE AV,Theft,-75.05207037,40.02099797
303,2023-02-09,08:13:00,4300 BLOCK BYBERRY RD,Theft,-74.96195199,40.08759487
305,2023-02-09,08:11:00,7000 BLOCK CASTOR AV,Theft,-75.06973427,40.04694672
306,2023-02-09,08:03:00,0 BLOCK FLAGSTAFF PL,Theft,-75.05813969,40.10052452
308,2023-02-09,08:01:00,1900 BLOCK N 9TH ST,Theft,-75.1489918,39.98144701
309,2023-02-09,08:00:00,6200 BLOCK CRITTENDEN ST,Theft,-75.16461565,40.05728891
311,2023-02-09,07:57:00,900 BLOCK S ALDER ST,Theft,-75.15997624,39.93884938
314,2023-02-09,07:54:00,800 BLOCK MOORE ST,Theft,-75.1589972,39.92673347
317,2023-02-09,07:31:00,3200 BLOCK N BROAD ST,Theft,-75.1531453,40.00210748
318,2023-02-09,07:31:00,2400 BLOCK 78TH AV,Theft,-75.15960057,40.07129394
319,2023-02-09,07:29:00,1900 BLOCK E SERGEANT ST,Theft,-75.12678899,39.98620692
321,2023-02-09,07:17:00,2500 BLOCK E DAKOTA ST,Theft,-75.12434177,39.97632323
325,2023-02-09,06:33:00,2200 BLOCK CHERRY ST,Theft,-75.17632695,39.95716859
329,2023-02-09,06:07:00,5400 BLOCK W MONTGOMERY AV,Theft,-75.23205931,39.98372152
330,2023-02-09,05:52:00,6100 BLOCK N 6TH ST,Theft,-75.13060771,40.04493552
331,2023-02-09,05:06:00,6000 BLOCK HEGERMAN ST,Theft,-75.05676284,40.01731146
334,2023-02-09,05:01:00,TRENTON AV  & E SERGEANT ST ,Theft,-75.12382015,39.9829475
337,2023-02-09,04:45:00,6800 BLOCK LARGE ST,Theft,-75.07008749,40.04352035
338,2023-02-09,04:33:00,2900 BLOCK Reed St,Theft,-75.19246195,39.93595038
339,2023-02-09,03:52:00,7100 BLOCK PASCHALL AV,Theft,-75.24192436,39.91811124
340,2023-02-09,03:47:00,1600 BLOCK N 16TH ST,Theft,-75.16162142,39.97812742
353,2023-02-09,01:40:00,4900 BLOCK HAVERFORD AV,Theft,-75.21908846,39.96349943
356,2023-02-09,01:20:00,200 BLOCK S 41ST ST,Theft,-75.20487715,39.95387264
357,2023-02-09,01:20:00,2000 BLOCK KINGSTON ST,Theft,-75.10161339,39.99723864
358,2023-02-09,01:15:00,5300 BLOCK ARLINGTON ST,Theft,-75.23105422,39.98712566
362,2023-02-09,00:33:00,100 BLOCK HANSBERRY ST,Theft,-75.16922569,40.02926414
365,2023-02-09,00:16:00,4000 BLOCK HAVERFORD AV,Theft,-75.20386181,39.96269451
369,2023-02-08,23:40:00,1600 BLOCK N 17TH ST,Theft,-75.16317965,39.97846994
373,2023-02-08,23:25:00,2300 BLOCK GRIFFITH ST,Theft,-75.05210605,40.05688919
378,2023-02-08,22:55:00,2100 BLOCK N COLLEGE AV,Theft,-75.1711954,39.97523926
384,2023-02-08,22:21:00,6300 BLOCK FRANKFORD AV,Theft,-75.05803652,40.02812769
385,2023-02-08,22:18:00,1800 BLOCK DALLAS ST,Theft,-75.14648361,40.06316646
389,2023-02-08,21:49:00,3100 BLOCK TEESDALE ST,Theft,-75.04840486,40.04186576
392,2023-02-08,21:39:00,1400 BLOCK N 7th St,Theft,-75.14734367,39.97342915
393,2023-02-08,21:36:00,400 BLOCK N 20TH ST,Theft,-75.17142976,39.96141008
397,2023-02-08,21:15:00,100 BLOCK N 10TH ST,Theft,-75.15566304,39.95457885
399,2023-02-08,21:12:00,0 BLOCK S 12TH ST,Theft,-75.15993878,39.95157137
401,2023-02-08,21:08:00,0 BLOCK N 39TH ST,Theft,-75.1992367,39.95851644
403,2023-02-08,20:58:00,5500 BLOCK BLAKEMORE ST,Theft,-75.15834914,40.04741247
404,2023-02-08,20:53:00,1900 BLOCK N 19TH ST,Theft,-75.16516588,39.98294485
406,2023-02-08,20:47:00,1200 BLOCK N 7TH ST,Theft,-75.14795841,39.97121237
407,2023-02-08,20:46:00,1700 BLOCK W NORRIS ST,Theft,-75.16289449,39.98381917
408,2023-02-08,20:46:00,5100 BLOCK WYALUSING AV,Theft,-75.22472117,39.96954883
410,2023-02-08,20:37:00,700 BLOCK W RAYMOND ST,Theft,-75.13807526,40.02099351
411,2023-02-08,20:36:00,200 BLOCK RICHMOND ST,Theft,-75.13162107,39.9669684
412,2023-02-08,20:35:00,1300 BLOCK MARKET ST,Theft,-75.16167311,39.95221731
416,2023-02-08,20:28:00,4200 BLOCK LOCUST ST,Theft,-75.20772438,39.95359968
417,2023-02-08,20:24:00,11700 BLOCK BUSTLETON AV,Theft,-75.01684254,40.11998477
418,2023-02-08,20:09:00,5000 BLOCK KEYSER ST,Theft,-75.16702604,40.02607383
422,2023-02-08,20:07:00,5500 BLOCK TULIP ST,Theft,-75.06694066,40.01224629
424,2023-02-08,20:06:00,1900 BLOCK FAIRMOUNT AV,Theft,-75.16968373,39.96701005
425,2023-02-08,20:04:00,3500 BLOCK KYLE RD,Theft,-74.9886271,40.07978888
428,2023-02-08,19:58:00,1100 BLOCK S FRONT ST,Theft,-75.14644697,39.93154871
430,2023-02-08,19:56:00,6300 BLOCK FRANKFORD AV STORE,Theft,-75.05823659,40.02839382
432,2023-02-08,19:51:00,800 BLOCK ADAMS AV,Theft,-75.1036533,40.03041639
433,2023-02-08,19:47:00,2300 BLOCK W FIRTH ST,Theft,-75.17054726,39.99324761
435,2023-02-08,19:40:00,1700 BLOCK JOHN F KENNEDY BLVD,Theft,-75.16835753,39.95426559
436,2023-02-08,19:38:00,6300 BLOCK CRESCENTVILLE RD,Theft,-75.11314333,40.04509425
440,2023-02-08,19:32:00,1600 BLOCK WALLACE ST,Theft,-75.16472196,39.96582471
441,2023-02-08,19:27:00,1700 BLOCK CHESTNUT ST,Theft,-75.16904082,39.95122578
443,2023-02-08,19:24:00,7200 BLOCK CASTOR AV,Theft,-75.06695945,40.04987127
444,2023-02-08,19:23:00,400 BLOCK FRANKLIN MILLS CIR,Theft,-74.96489595,40.08533577
445,2023-02-08,19:22:00,3100 BLOCK W GIRARD AV,Theft,-75.18698026,39.97595775
448,2023-02-08,19:17:00,1000 BLOCK S 51ST ST,Theft,-75.22151523,39.94418938
450,2023-02-08,19:14:00,2500 BLOCK TULIP ST,Theft,-75.12157266,39.98203777
455,2023-02-08,19:07:00,1700 BLOCK FRANKLIN MILLS CIR,Theft,-74.95828932,40.0917286
456,2023-02-08,19:06:00,12000 BLOCK ACADEMY RD,Theft,-74.98084985,40.09261948
459,2023-02-08,19:03:00,N 18TH ST & W MONTGOMERY AV ,Theft,-75.16393758,39.98104721
462,2023-02-08,18:59:00,6700 BLOCK UPLAND ST,Theft,-75.24002798,39.92513219
463,2023-02-08,18:58:00,5700 BLOCK FRANKFORD AV,Theft,-75.07220125,40.02598284
465,2023-02-08,18:55:00,800 BLOCK N 29TH ST,Theft,-75.18440443,39.9723266
466,2023-02-08,18:53:00,700 BLOCK MARTIN LUTHER KING DR,Theft,-75.18752974,39.9669103
468,2023-02-08,18:50:00,N 5TH ST  & W GODFREY AV ,Theft,-75.12849829,40.0456356
471,2023-02-08,18:37:00,1000 BLOCK SANGER ST,Theft,-75.0842844,40.02959127
472,2023-02-08,18:36:00,4200 BLOCK CHESTNUT ST,Theft,-75.20794325,39.95675944
474,2023-02-08,18:35:00,1600 BLOCK E WALNUT LA,Theft,-75.15680853,40.06049486
476,2023-02-08,18:33:00,2000 BLOCK MARKET ST,Theft,-75.1746501,39.95339853
478,2023-02-08,18:29:00,1300 BLOCK MARKET ST,Theft,-75.16167311,39.95221731
481,2023-02-08,18:24:00,4200 BLOCK CHESTNUT ST,Theft,-75.20794325,39.95675944
485,2023-02-08,18:06:00,5000 BLOCK RORER ST,Theft,-75.1147197,40.02506989
486,2023-02-08,18:06:00,1300 BLOCK N 76TH ST,Theft,-75.26547421,39.97216851
489,2023-02-08,18:02:00,6700 BLOCK FRANKFORD AV,Theft,-75.05136905,40.03164631
491,2023-02-08,17:59:00,1500 BLOCK S 9TH ST,Theft,-75.15970195,39.92967173
493,2023-02-08,17:57:00,1100 BLOCK FITZWATER ST,Theft,-75.1615556,39.94116045
495,2023-02-08,17:55:00,4000 BLOCK COTTMAN AV,Theft,-75.03962655,40.03611808
498,2023-02-08,17:53:00,2100 BLOCK N MARVINE ST,Theft,-75.15154864,39.98538679
501,2023-02-08,17:45:00,200 BLOCK S 33RD ST,Theft,-75.19048499,39.95144564
506,2023-02-08,17:33:00,1900 BLOCK N GRATZ ST,Theft,-75.16452715,39.98313086
507,2023-02-08,17:27:00,1600 BLOCK S 8th St,Theft,-75.15860676,39.92913402
511,2023-02-08,17:16:00,1100 BLOCK SLOCUM ST,Theft,-75.17061664,40.06899367
512,2023-02-08,17:13:00,2700 BLOCK E ALLEGHENY AV,Theft,-75.10191589,39.98365505
520,2023-02-08,16:56:00,2400 BLOCK WECCACOE AV,Theft,-75.14130575,39.91387423
523,2023-02-08,16:49:00,1800 BLOCK WALNUT ST,Theft,-75.17077558,39.95047533
525,2023-02-08,16:45:00,1500 BLOCK INGERSOLL ST 1ST,Theft,-75.16159698,39.97418542
526,2023-02-08,16:42:00,500 BLOCK ADAMS AV,Theft,-75.10939842,40.03807334
531,2023-02-08,16:36:00,2500 BLOCK FRANKFORD AV,Theft,-75.12447718,39.98516822
532,2023-02-08,16:36:00,2800 BLOCK FOX ST,Theft,-75.17580869,40.00964277
533,2023-02-08,16:36:00,5500 BLOCK PULASKI AV,Theft,-75.17924304,40.02984338
538,2023-02-08,16:31:00,2600 BLOCK PENNSYLVANIA AV,Theft,-75.1805726,39.96880075
540,2023-02-08,16:27:00,9700 BLOCK E ROOSEVELT BLVD,Theft,-75.02269569,40.08660051
542,2023-02-08,16:23:00,5000 BLOCK CHESTNUT ST,Theft,-75.22297303,39.95845194
543,2023-02-08,16:23:00,9200 BLOCK FRANKFORD AV,Theft,-75.00436778,40.05507214
544,2023-02-08,16:21:00,600 BLOCK W THOMPSON ST,Theft,-75.1468378,39.97162325
547,2023-02-08,16:16:00,1100 BLOCK SLOCUM ST,Theft,-75.17145987,40.06781697
551,2023-02-08,16:02:00,200 BLOCK S 20TH ST,Theft,-75.17444019,39.94864975
553,2023-02-08,15:56:00,200 BLOCK W RITTENHOUSE ST,Theft,-75.17877957,40.0354621
555,2023-02-08,15:48:00,100 BLOCK REED ST,Theft,-75.14720988,39.93033619
557,2023-02-08,15:44:00,200 BLOCK E WILLOW GROVE AV,Theft,-75.19866577,40.07414414
561,2023-02-08,15:31:00,1800 BLOCK SOUTH ST,Theft,-75.17228756,39.94424839
564,2023-02-08,15:26:00,400 BLOCK N 20TH ST,Theft,-75.17142976,39.96141008
565,2023-02-08,15:25:00,7100 BLOCK CHEW AV,Theft,-75.18941181,40.06053064
569,2023-02-08,15:15:00,7000 BLOCK FRANKFORD AV,Theft,-75.04624888,40.03362023
571,2023-02-08,15:09:00,1900 BLOCK S BANCROFT ST,Theft,-75.17328874,39.92661321
573,2023-02-08,15:07:00,3400 BLOCK LANCASTER AV,Theft,-75.19190835,39.95721565
574,2023-02-08,15:02:00,500 BLOCK N 22ND ST,Theft,-75.17383711,39.96321444
580,2023-02-08,14:35:00,200 BLOCK N 34TH ST,Theft,-75.19043363,39.95959128
586,2023-02-08,14:22:00,2200 BLOCK S 7TH ST,Theft,-75.15858383,39.92089908
587,2023-02-08,14:15:00,6200 BLOCK ALGON AV,Theft,-75.08745887,40.04192506
589,2023-02-08,14:10:00,4600 BLOCK Roosevelt Blvd,Theft,-75.10069774,40.03165798
590,2023-02-08,14:05:00,8100 BLOCK ANGELO PL,Theft,-75.25255588,39.90197232
594,2023-02-08,14:01:00,3000 BLOCK GERMANTOWN AV,Theft,-75.14757019,39.99905359
598,2023-02-08,13:59:00,WIGARD AV  & HENRY AV ,Theft,-75.22716463,40.05254311
613,2023-02-08,13:50:00,4000 BLOCK Cottman Ave,Theft,-75.03962655,40.03611808
615,2023-02-08,13:49:00,1000 BLOCK W DAUPHIN ST,Theft,-75.14906039,39.98698613
617,2023-02-08,13:45:00,4800 BLOCK Horrocks St,Theft,-75.08843207,40.02151804
621,2023-02-08,13:39:00,N 18TH ST  & W CAYUGA ST ,Theft,-75.15525819,40.02081964
628,2023-02-08,13:23:00,6100 BLOCK N 17TH ST,Theft,-75.14832026,40.04707624
635,2023-02-08,13:13:00,1900 BLOCK VINE ST,Theft,-75.17095017,39.95993815
639,2023-02-08,13:06:00,1100 BLOCK CHESTNUT ST,Theft,-75.15972498,39.95000101
641,2023-02-08,13:01:00,300 BLOCK OREGON AV,Theft,-75.15559999,39.9131466
642,2023-02-08,12:59:00,5100 BLOCK LANCASTER AV,Theft,-75.22640732,39.97706903
647,2023-02-08,12:51:00,700 BLOCK E PASSYUNK AV,Theft,-75.15171838,39.94014247
649,2023-02-08,12:50:00,5100 BLOCK LANCASTER AV,Theft,-75.22640732,39.97706903
657,2023-02-08,12:48:00,700 BLOCK S CHRISTOPHER COLUMBUS BLVD,Theft,-75.14302763,39.93766346
658,2023-02-08,12:47:00,3300 BLOCK N 16TH ST,Theft,-75.15526724,40.00456518
660,2023-02-08,12:44:00,7500 BLOCK TORRESDALE AV,Theft,-75.02972178,40.03302542
665,2023-02-08,12:28:00,200 BLOCK W LEHIGH AV,Theft,-75.13692955,39.99115499
666,2023-02-08,12:25:00,2600 BLOCK PENNSYLVANIA AV,Theft,-75.18021911,39.96782819
669,2023-02-08,12:22:00,8000 BLOCK WINSTON RD,Theft,-75.19985158,40.07324954
673,2023-02-08,12:09:00,7900 BLOCK BURHOLME AV,Theft,-75.08653543,40.07747948
678,2023-02-08,11:53:00,1900 BLOCK W NORRIS ST,Theft,-75.16616708,39.98457437
683,2023-02-08,11:30:00,2200 BLOCK ISLAND AV,Theft,-75.24614862,39.91545325
686,2023-02-08,11:23:00,2800 BLOCK ORTHODOX ST,Theft,-75.0724342,39.99573611
687,2023-02-08,11:22:00,7200 BLOCK SAYBROOK AV,Theft,-75.24467578,39.91737585
688,2023-02-08,11:22:00,4400 BLOCK MARPLE ST,Theft,-75.03212851,40.03536412
689,2023-02-08,11:21:00,900 BLOCK N 9TH ST 442,Theft,-75.15160744,39.96906026
696,2023-02-08,11:03:00,900 BLOCK FAIRMOUNT AV,Theft,-75.15299398,39.96472921
698,2023-02-08,11:02:00,1000 BLOCK E PASSYUNK AV,Theft,-75.15554798,39.93636249
700,2023-02-08,11:00:00,3200 BLOCK GERMANTOWN AV,Theft,-75.14797321,40.00160447
702,2023-02-08,10:59:00,300 BLOCK BAINBRIDGE ST,Theft,-75.14832606,39.94026789
703,2023-02-08,10:58:00,5300 BLOCK N FRONT ST,Theft,-75.1226678,40.03086796
705,2023-02-08,10:55:00,2100 BLOCK N 7TH ST,Theft,-75.14552657,39.98425106
709,2023-02-08,10:46:00,3300 BLOCK MARKET ST,Theft,-75.19059498,39.95531357
