,dispatch_date,dispatch_time,location_block,crime_category,point_x,point_y
15331,2023-01-05,19:52:00,3200 BLOCK N BROAD ST,Robbery,-75.15306828,40.00274051
15362,2023-01-05,18:30:00,1400 BLOCK N 7TH ST,Robbery,-75.14746907,39.97434145
15381,2023-01-05,17:55:00,1600 BLOCK S 27TH ST,Robbery,-75.19005333,39.93241489
15425,2023-01-05,16:25:00,3100 BLOCK KENSINGTON AV,Robbery,-75.11373108,39.99606675
15501,2023-01-05,14:05:00,6300 BLOCK BATTERSBY ST,Robbery,-75.06263532,40.02990747
15590,2023-01-05,10:54:00,10700 BLOCK BUSTLETON AV,Robbery,-75.02512323,40.10920359
15595,2023-01-05,10:42:00,1600 BLOCK MEADOW ST,Robbery,-75.08419113,40.01587642
15611,2023-01-05,10:18:00,1700 BLOCK WASHINGTON AV,Robbery,-75.17197545,39.93815373
15646,2023-01-05,09:00:00,1700 BLOCK S 58TH ST,Robbery,-75.23082763,39.93797416
15651,2023-01-05,08:49:00,N 20TH ST & FONTAIN ST ,Robbery,-75.16623525,39.98532987
15652,2023-01-05,08:48:00,N 24TH ST  & MASTER ST ,Robbery,-75.17500685,39.97657688
15720,2023-01-05,00:56:00,1700 BLOCK W ONTARIO ST,Robbery,-75.15781079,40.00538748
15772,2023-01-04,21:02:00,1900 BLOCK RIPLEY ST,Robbery,-75.05764215,40.06142736
15782,2023-01-04,20:43:00,7000 BLOCK Frankford Ave,Robbery,-75.04624888,40.03362023
15786,2023-01-04,20:38:00,3600 BLOCK Frankford Ave,Robbery,-75.10017424,39.9991803
15813,2023-01-04,19:36:00,2800 BLOCK FOX ST,Robbery,-75.17580869,40.00964277
15835,2023-01-04,18:53:00,600 BLOCK Diamond St,Robbery,-75.14566519,39.98311022
15929,2023-01-04,16:33:00,3400 BLOCK WALLACE ST,Robbery,-75.19268525,39.96493941
15950,2023-01-04,15:35:00,5500 BLOCK TORRESDALE AV,Robbery,-75.06364354,40.0154832
15988,2023-01-04,13:42:00,4700 BLOCK RISING SUN AV,Robbery,-75.1256106,40.02227904
16057,2023-01-04,12:05:00,2000 BLOCK Hamilton St,Robbery,-75.17223776,39.9620308
16105,2023-01-04,10:28:00,900 BLOCK N 42ND ST,Robbery,-75.20862457,39.97064116
16164,2023-01-04,08:39:00,6000 BLOCK FRONTENAC ST,Robbery,-75.08575564,40.03660913
16205,2023-01-04,02:09:00,S 54TH ST  & CHESTER AV ,Robbery,-75.22290787,39.93968926
16224,2023-01-04,00:11:00,3300 BLOCK PRINCETON AV,Robbery,-75.04793792,40.03664807
16234,2023-01-03,23:37:00,3300 BLOCK Sheffield Ave,Robbery,-75.03667182,40.04316997
16243,2023-01-03,22:49:00,1500 BLOCK JOHN F KENNEDY BLVD,Robbery,-75.16589544,39.95338609
16300,2023-01-03,19:39:00,2700 BLOCK CAMBRIDGE ST,Robbery,-75.18089581,39.97339135
16327,2023-01-03,18:49:00,4800 BLOCK MAGEE AV,Robbery,-75.04729922,40.02204308
16363,2023-01-03,17:51:00,BUSTLETON AV & LEVICK ST ,Robbery,-75.07052575,40.03562732
16368,2023-01-03,17:39:00,1200 BLOCK W LYCOMING ST,Robbery,-75.14707675,40.0147778
16390,2023-01-03,16:49:00,1800 BLOCK W ASHDALE ST,Robbery,-75.15368915,40.03094964
16406,2023-01-03,16:18:00,3000 BLOCK ISLAND AV,Robbery,-75.23954512,39.90004152
16442,2023-01-03,15:00:00,7400 BLOCK Rowland St,Robbery,-75.04041944,40.04163056
16465,2023-01-03,13:55:00,3000 BLOCK MARKET ST,Robbery,-75.1839278,39.95448139
16491,2023-01-03,13:10:00,1400 BLOCK W Indiana Ave,Robbery,-75.15480132,39.99882547
16506,2023-01-03,12:36:00,4500 BLOCK N 7TH ST,Robbery,-75.13773023,40.02035879
16555,2023-01-03,11:16:00,3700 BLOCK GATEWAY DR,Robbery,-75.19208524,39.90455593
16627,2023-01-03,09:04:00,0 BLOCK FARRAGUT ST,Robbery,-75.21395151,39.95778444
16648,2023-01-03,08:34:00,3700 BLOCK N Broad,Robbery,-75.15154456,40.0094812
16700,2023-01-03,01:42:00,800 BLOCK E ALLEGHENY AV,Robbery,-75.11537928,39.99650429
16724,2023-01-03,00:15:00,3200 BLOCK CRESSON ST,Robbery,-75.18968273,40.01115971
16732,2023-01-02,23:56:00,1300 BLOCK KNORR ST,Robbery,-75.07463132,40.04557168
16734,2023-01-02,23:44:00,3100 BLOCK N 12TH ST,Robbery,-75.14949587,40.00063046
16740,2023-01-02,23:21:00,5400 BLOCK SPRING ST,Robbery,-75.22982978,39.96432501
16743,2023-01-02,23:17:00,1000 BLOCK MAGEE AV,Robbery,-75.0833642,40.04688721
16744,2023-01-02,23:13:00,C ST  & E ALLEGHENY AV ,Robbery,-75.12321244,39.99776209
16746,2023-01-02,22:42:00,1900 BLOCK RIPLEY ST,Robbery,-75.05764215,40.06142736
16747,2023-01-02,22:33:00,N 7TH ST  & W COURTLAND ST ,Robbery,-75.13747581,40.02159474
16752,2023-01-02,22:01:00,2100 BLOCK N 20TH ST,Robbery,-75.16576437,39.98633032
16771,2023-01-02,21:08:00,3400 BLOCK Goodman St,Robbery,-75.14736696,40.00415711
16775,2023-01-02,21:01:00,2600 BLOCK FRANKFORD AV,Robbery,-75.12412616,39.98545805
16794,2023-01-02,19:59:00,2500 BLOCK ARAMINGO AV STORE,Robbery,-75.11827496,39.97782409
16797,2023-01-02,19:52:00,2800 BLOCK Ormes,Robbery,-75.12612625,39.99199929
16814,2023-01-02,19:03:00,6100 BLOCK TORRESDALE AV,Robbery,-75.05719116,40.01882183
16815,2023-01-02,19:02:00,7700 BLOCK CITY AV,Robbery,-75.27421377,39.97721702
16821,2023-01-02,18:51:00,500 BLOCK W SUSQUEHANNA AV 1,Robbery,-75.14200077,39.98450363
16822,2023-01-02,18:48:00,2900 BLOCK ROBERTS AV,Robbery,-75.17589493,40.01201818
16825,2023-01-02,18:40:00,3400 BLOCK MORRELL AV,Robbery,-74.98941845,40.07444813
16827,2023-01-02,18:37:00,500 BLOCK ADAMS AV,Robbery,-75.10781984,40.03174372
16841,2023-01-02,18:14:00,900 BLOCK MARKET ST,Robbery,-75.15605032,39.95197599
16847,2023-01-02,17:54:00,500 BLOCK E WYOMING AV,Robbery,-75.11612316,40.02031598
16855,2023-01-02,17:38:00,2000 BLOCK N 20TH ST,Robbery,-75.16656975,39.98489417
16888,2023-01-02,16:39:00,5200 BLOCK MARKET ST,Robbery,-75.22534139,39.95970287
17020,2023-01-02,12:14:00,1700 BLOCK S CLEVELAND ST,Robbery,-75.17566222,39.93008104
17086,2023-01-02,09:38:00,2100 BLOCK W LEHIGH AV,Robbery,-75.16658466,39.99633144
17131,2023-01-02,07:51:00,200 BLOCK W LEHIGH AV,Robbery,-75.13692955,39.99115499
17140,2023-01-02,07:03:00,3200 BLOCK KENSINGTON AV,Robbery,-75.11303448,39.99687957
17152,2023-01-02,04:19:00,COTTMAN AV  & E ROOSEVELT BLVD ,Robbery,-75.0546497,40.04465443
17154,2023-01-02,04:08:00,3300 BLOCK KENSINGTON AV,Robbery,-75.10948263,39.99872334
17175,2023-01-02,01:19:00,12400 BLOCK ACADEMY RD,Robbery,-74.97472652,40.09706544
17178,2023-01-02,00:45:00,1900 BLOCK BLEIGH AV,Robbery,-75.06594967,40.05395509
17180,2023-01-02,00:30:00,2400 BLOCK KENSINGTON AV,Robbery,-75.13092025,39.9869543
17190,2023-01-01,23:25:00,4500 BLOCK ABERDALE RD,Robbery,-75.00621527,40.04964434
17199,2023-01-01,22:29:00,600 BLOCK N 52ND ST,Robbery,-75.2260492,39.97107433
17212,2023-01-01,21:28:00,100 BLOCK S CHRISTOPHER COLUMBUS BLVD,Robbery,-75.14162793,39.94706959
17234,2023-01-01,20:17:00,2900 BLOCK W Allegheny Ave,Robbery,-75.17713636,40.0044463
17440,2023-01-01,10:12:00,7200 BLOCK CASTOR AV,Robbery,-75.06695945,40.04987127
17462,2023-01-01,06:58:00,9300 BLOCK ANDOVER RD,Robbery,-75.01121651,40.06678517
17492,2023-01-01,03:09:00,6100 BLOCK YOCUM ST,Robbery,-75.22988501,39.92942564
17495,2023-01-01,02:52:00,1200 BLOCK E HUNTING PARK AV,Robbery,-75.10366297,40.01073267
17514,2023-01-01,01:50:00,900 BLOCK W HUNTING PARK AV,Robbery,-75.14161989,40.01593377
